SECTION,NUMBER,ASSIGNED_NUMBER,ZONATION,ROCKWEED,ULVA,TURFWEED,SARGASSUM,TURKISH_WASHCLOTH,TURKISH_TOWEL,IRRIDESCENS,SUGAR,CCA,TAR,BROWN_OTHER,RED_OTHER,GREEN_OTHER,ENCRUSTING_OTHER,UNKNOWN
4,242,56,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,243,57,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,244,58,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,245,59,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,246,60,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,247,61,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,248,1,L,1,1,0,1,0,0,0,0,0,0,1,0,2,0,0
5,249,2,L,0,1,0,1,1,1,0,0,0,0,3,0,1,0,0
5,250,3,L,0,1,0,1,1,0,0,1,0,0,3,0,1,0,0
5,251,4,L,1,1,0,1,0,1,0,0,0,0,2,0,2,0,0
5,252,5,L,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
5,253,6,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,254,7,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,255,8,M,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0
5,256,9,M,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0
5,257,10,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,258,11,M,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5,259,12,M,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5,260,13,M,1,1,1,0,1,0,0,0,0,0,2,0,2,0,0
5,261,14,M,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0
5,262,15,M,1,1,0,0,1,0,0,0,0,1,1,0,2,1,0
5,263,16,L,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0
5,264,17,L,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0
5,265,18,L,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0
5,266,19,L,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0
5,267,20,L,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0
5,268,21,L,0,1,0,1,1,0,0,0,0,0,2,1,1,0,0
5,269,22,L,0,1,0,1,0,1,0,0,1,0,2,0,1,1,0
5,270,23,L,0,1,1,1,0,1,1,0,0,0,5,0,1,0,0
5,271,24,L,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0
5,272,25,L,0,1,1,1,0,1,1,0,0,0,4,0,1,0,0
5,273,26,L,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0
5,274,27,L,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
5,275,28,L,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0
5,276,29,L,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,277,30,L,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
5,278,31,L,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0
5,279,32,U,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,280,33,U,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0
5,281,34,U,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,282,35,U,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0
5,283,36,U,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
5,284,37,U,1,0,1,0,1,1,0,0,0,1,3,0,1,1,0
5,285,38,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,286,39,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,287,40,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,41,L,1,1,1,0,1,0,0,0,0,0,2,0,2,0,0
5,289,42,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,290,43,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,291,44,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,292,45,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,293,46,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,294,47,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,295,48,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,296,49,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,297,50,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,298,51,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,299,52,U,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
6,300,1,L,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
6,301,2,L,0,1,0,1,1,1,0,0,0,1,3,0,1,1,0
6,302,3,L,0,1,0,1,1,0,0,1,0,0,3,0,1,0,0
6,303,4,L,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
6,304,5,L,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0
6,305,6,L,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0
6,306,7,L,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0
6,307,8,L,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0
6,308,9,L,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,309,10,L,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,310,11,M,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
6,311,12,M,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6,312,13,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,313,14,M,1,0,1,1,0,0,0,0,0,0,2,0,2,0,0
6,314,15,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,315,16,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,316,17,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,317,18,M,1,0,1,0,1,1,0,0,0,0,3,0,1,0,0
6,318,19,M,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0
6,319,20,M,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
6,320,21,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,321,22,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,322,23,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,323,24,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,324,25,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,325,26,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,326,27,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,327,28,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,328,29,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,329,30,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,330,31,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,331,32,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,332,33,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,333,34,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,334,35,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,335,36,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,37,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,337,38,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,338,39,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,339,40,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,340,41,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,341,42,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,342,43,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,343,44,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,344,45,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,345,46,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,346,47,L,1,1,0,1,0,0,0,0,0,0,1,0,2,0,0
6,347,48,L,1,1,0,1,0,0,0,0,0,0,1,0,2,0,0
6,348,49,L,1,1,0,1,1,0,0,0,0,0,2,0,2,0,0
6,349,50,L,1,1,0,1,0,0,0,1,0,0,2,0,2,0,0
6,350,51,L,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0
6,351,52,L,1,1,0,1,0,0,0,1,0,0,2,0,2,0,0
6,352,53,L,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0
6,353,54,L,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0
6,354,55,L,0,1,0,0,1,1,0,1,0,0,3,0,1,0,0
6,355,56,L,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0
6,356,57,U,1,0,1,0,1,0,0,0,0,1,2,0,1,1,0
6,357,58,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,358,59,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,359,60,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,360,61,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,361,62,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,362,63,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,363,64,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,364,1,U,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
7,365,2,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,366,3,U,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7,367,4,U,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
7,368,5,L,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,369,6,L,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,370,7,L,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,371,8,L,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,372,9,L,1,1,0,0,1,1,0,0,0,0,2,0,3,0,0
7,373,10,L,1,1,0,0,1,1,0,0,0,0,2,0,2,0,0
7,374,11,M,1,1,0,0,1,1,0,0,0,0,2,0,2,0,0
7,375,12,M,1,1,0,0,1,1,0,0,0,0,2,0,2,0,0
7,376,13,M,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0
7,377,14,M,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
7,378,15,M,1,1,0,0,1,1,0,0,0,0,2,0,2,0,0
7,379,16,M,1,1,0,0,1,1,0,0,0,0,2,0,2,0,0
7,380,17,M,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
7,381,18,M,1,1,0,0,1,1,0,0,0,0,2,0,2,0,0
7,382,19,L,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0
7,383,20,L,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
7,384,21,L,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0
7,385,22,L,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0
7,386,23,L,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0
7,387,24,L,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7,388,25,M,1,1,0,1,0,0,0,0,0,0,1,0,2,0,0
7,389,26,M,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
7,390,27,L,0,1,0,1,1,1,0,0,0,0,3,0,1,0,0
7,391,28,L,0,1,1,0,1,1,0,0,0,0,3,0,1,0,0
7,392,29,L,0,1,0,1,0,0,0,0,1,0,2,0,1,1,0
7,393,30,L,0,1,0,1,0,1,0,0,0,0,3,0,1,0,0
7,394,31,L,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
7,395,32,L,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
7,396,33,L,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
7,397,34,L,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0
7,398,35,L,1,1,0,0,1,0,0,0,0,1,1,0,2,1,0
7,399,36,L,1,1,0,0,1,0,0,0,0,0,1,1,2,0,0
7,400,37,M,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
7,401,38,M,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0
7,402,39,M,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
7,403,40,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,404,41,M,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
7,405,42,M,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
7,406,43,M,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
7,407,44,M,1,1,0,0,1,0,0,0,0,1,1,0,2,1,0
7,408,407,U,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0
7,409,408,U,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0
7,410,409,U,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0
7,411,410,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,412,411,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,413,50,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,414,51,U,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
7,415,52,U,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
7,416,53,U,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
7,417,54,U,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
7,418,55,U,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
7,419,56,U,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,420,57,U,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
7,421,58,U,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
7,422,59,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,423,60,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,424,61,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,425,1,L,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
8,426,2,L,0,1,0,0,1,0,0,1,0,0,2,1,1,0,0
8,427,3,L,0,1,0,1,0,1,0,0,0,0,2,1,1,0,0
8,428,4,L,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
8,429,5,M,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0
8,430,6,M,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
8,431,7,U,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0
8,432,8,U,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0
8,433,9,U,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0
8,434,10,U,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0
8,435,11,M,1,1,0,1,1,0,0,0,0,0,2,0,2,0,0
8,436,12,M,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
8,437,13,U,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0
8,438,14,U,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
8,439,15,M,1,1,0,0,1,0,0,0,0,0,1,1,2,0,0
8,440,16,M,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
8,441,17,M,1,1,0,0,1,0,0,0,0,0,1,1,2,0,0
8,442,18,M,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0
8,443,19,U,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
8,444,20,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,445,21,L,0,0,0,1,0,1,0,1,0,0,3,1,0,0,0
8,446,22,L,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0
8,447,23,M,1,1,0,0,1,0,1,0,0,0,2,0,2,0,0
8,448,24,M,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
8,449,25,L,0,1,0,1,1,1,0,1,0,0,4,1,1,0,0
8,450,26,L,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0
8,451,27,M,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
8,452,28,M,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
8,453,29,L,1,1,0,0,0,1,0,1,0,0,2,1,2,0,0
8,454,30,L,0,1,0,1,0,1,0,1,0,0,3,0,1,0,0
8,455,31,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,456,32,M,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0
8,457,33,U,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0
8,458,34,U,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0
8,459,35,U,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8,460,36,U,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8,461,37,M,0,1,0,1,1,1,1,0,0,0,4,1,1,0,0
8,462,38,M,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8,463,39,U,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
8,464,40,U,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
8,465,41,M,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8,466,42,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,467,43,U,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
8,468,44,U,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8,469,45,L,1,1,0,0,1,0,0,0,0,0,1,1,2,0,0
8,470,46,L,0,1,0,0,1,0,0,1,0,0,2,1,1,0,0
8,471,47,L,0,1,0,0,1,1,0,1,0,0,3,0,1,0,0
8,472,48,L,1,1,0,0,1,0,0,0,0,0,1,1,2,0,0
8,473,49,L,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0
8,474,50,L,1,1,0,0,1,0,0,0,0,0,1,1,2,0,0
8,475,51,L,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
8,476,52,L,0,1,0,0,1,0,0,1,0,0,2,1,1,0,0
8,477,53,L,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
8,478,54,L,0,1,0,1,1,1,0,1,0,0,4,1,1,0,0
8,479,55,L,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0
8,480,56,L,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0
8,481,57,L,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,482,58,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
